User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Age,Location,Theme,Description,Relevance,Type
79dc060b,9334044275,8,Ancient World,Emma Taylor,2001.0,Macmillan,54,"Joubert, None",,,,
43cf0bf1,3033883668,7,Digital Legacy,John Moore,1956.0,Crown Publishing,17,"Arnauddan, None",,,,
8ca4a4a1,8864657875,5,Golden Garden,Emily Harris,1996.0,Scholastic,16,"Sainte Xavier-les-Bains, None",,,,
1378f132,6463188453,6,Lost Bridge,Alice Davis,2001.0,Macmillan,26,"Michaud-sur-Jacques, None",,,,
6cb096e0,5441914390,10,Hidden Ocean,George Brown,2009.0,Oxford Press,34,"Charpentierboeuf, None",,,,
1b628c8c,7707099955,9,Sacred Dawn: Song of Storm,Alice Johnson,1978.0,Hachette,56,"Saint PauletteBourg, None",,,,
4017a3e2,5044589927,7,Broken Horizon,Daniel Garcia,2010.0,Simon & Schuster,79,"Thomas, None",,,,
c74e411e,1848239211,7,Wild Forest: Song of Garden,Auteur Inconnu,2008.0,Hachette,53,"Lefebvre, None",,,,
9893f519,1008091786,7,Lost Horizon,Claire Brown,2021.0,Random House,64,"Deschamps, None",,,,
72e209a8,8661044224,10,Forgotten City,Thomas Harris,1966.0,Oxford Press,75,"Delattre, None",,,,
2b77e6ce,7613299479,6,Sacred Legacy: Moon of Moon,Sarah Garcia,2019.0,HarperCollins,59,"Guilletboeuf, None",,,,
79dc060b,4803159902,9,Dark Mystery: Storm of World,Charles Moore,1970.0,Crown Publishing,54,"Joubert, None",,,,
63cb4066,9763924983,10,The Great Moon: River of Tale,Maria Miller,1975.0,Bloomsbury,47,"Riou, None",,,,
6cb096e0,0553293354,10,First Dusk (Real ISBN),George Anderson,1973.0,Random House,34,"Charpentierboeuf, None",,,,
b3ea66d6,7707099955,9,Sacred Dawn: Song of Storm,Alice Johnson,1978.0,Hachette,62,"Faure-sur-Bernard, None",,,,
f9bcb1dd,7592038960,5,Eternal Wind,David Moore,2015.0,Scholastic,79,"Perez, None",,,,
2118dfd0,4733197903,9,Endless Kingdom,Maria Davis,1991.0,Vintage Books,15,"Charrierboeuf, None",,,,
b6ce1935,2455098767,9,The Great Moon: Shadow of Kingdom,Alice Lee,2020.0,Penguin Books,76,"Perret, None",,,,
16d7bb65,1846291686,9,Dark Mystery,Michael Martin,1951.0,Crown Publishing,66,"Hoareau-sur-Gilles, None",,,,
39b9b0d0,9588267454,6,Hidden Shadow,Robert Moore,1960.0,HarperCollins,76,"Gimenez, None",,,,
f66df7ff,9979694059,5,Brave City,Daniel Moore,1961.0,Bloomsbury,62,"Sainte Émilie, None",,,,
88bd0f8e,5264997375,8,Sacred Chronicle,Alice Garcia,2008.0,Hachette,85,"Sainte DianeVille, None",,,,
df2bec4c,8772901024,7,Hidden City,Daniel Moore,1951.0,Oxford Press,52,"Saint Victoire, None",,,,
123350ea,1031332119,9,Ancient River,Michael Davis,1993.0,Penguin Books,43,"Chrétien-les-Bains, None",,,,
45952d4d,7917848057,6,Lost Kingdom: Fire of Mystery,Michael Williams,1966.0,Crown Publishing,74,"Renaultboeuf, None",,,,
a935e953,8001112203,9,Golden Dream: World of Legacy,William Davis,2021.0,Macmillan,41,"Sainte Alainnec, None",,,,
9bc03366,4084063260,10,Eternal Light: Mountain of Star,Thomas White,1954.0,Simon & Schuster,46,"Guérin-sur-Hamon, None",,,,
17a289ad,5821877621,10,Ancient World: Chronicle of Sun,George Jackson,1953.0,Oxford Press,61,"Fernandes, None",,,,
44646281,7357863638,8,Silent Shadow,Emily Thomas,1968.0,HarperCollins,36,"Saint Alain, None",,,,
f0aa20e7,2198385957,6,Dark Mystery: Dawn of Mystery,Claire Miller,1976.0,HarperCollins,81,"Pinto-sur-Mer, None",,,,
a935e953,7484261086,7,Broken Horizon: City of Tale,Laura Williams,2013.0,Random House,41,"Sainte Alainnec, None",,,,
807b06fe,9613997196,9,First City,Olivia Williams,2000.0,Macmillan,56,"Saint Hélène, None",,,,
db4b3227,9405864904,6,Eternal Dusk,David Martin,1977.0,Hachette,16,"Thibaultdan, None",,,,
72e209a8,4895964326,5,Broken Dawn: Bridge of Dawn,Emily Martinez,2016.0,Vintage Books,75,"Delattre, None",,,,
e8ead281,1476239059,8,Silver Forest: Path of Kingdom,Alice Moore,2023.0,Random House,75,"Hamelnec, None",,,,
41c1fdca,6061500329,6,Brave Wind,Sophie Davis,1995.0,Simon & Schuster,49,"Barthelemy, None",,,,
bf768b2d,7127829847,7,Modern Mystery,Anna Taylor,1951.0,Oxford Press,67,"Buisson, None",,,,
5b3e7c5a,125031318X,8,First Legacy (Real ISBN),James Taylor,1957.0,Cambridge Press,52,"Lambert-sur-Lucas, None",,,,
c7da3077,1594884797,9,Golden Storm: Forest of City,George Thomas,2009.0,Bloomsbury,65,"Sauvagenec, None",,,,
882356af,8234631119,9,Lost Fire,Maria Martin,2015.0,Macmillan,60,"Bouvier, None",,,,
b3ea66d6,1501711697,8,Hidden Dream,James Smith,1996.0,Simon & Schuster,62,"Faure-sur-Bernard, None",,,,
74e82020,8530377649,8,Eternal Tower,James Jones,1972.0,Bloomsbury,38,"Rolland, None",,,,
88bd0f8e,6926419415,10,Wild Dusk,Laura Martinez,2021.0,Cambridge Press,85,"Sainte DianeVille, None",,,,
e9fdcae6,6369962676,7,Lost Horizon: Dawn of Forest,Maria Miller,2005.0,Oxford Press,52,"Saint Manon, None",,,,
3ddb1bf3,8149533521,6,Lost Song: Chronicle of Tale,Anna Davis,1985.0,HarperCollins,29,"Sainte Christophe-les-Bains, None",,,,
3d7d57c9,2058860942,10,First World,William Jones,1954.0,Macmillan,29,"Caron-la-Forêt, None",,,,
c21193e9,4081466261,7,Eternal Empire: Sun of Bridge,Emma Davis,1961.0,Hachette,18,"Coste, None",,,,
088694e3,8563243106,7,Last Kingdom,Anna Brown,1978.0,Scholastic,70,"Lagardenec, None",,,,
42273ad1,3075353063,10,Endless Star: Mystery of Dusk,Sophie Moore,2006.0,Hachette,83,"Albert, None",,,,
2f21a249,1594884797,7,Golden Storm: Forest of City,George Thomas,2009.0,Bloomsbury,57,"Duhamelnec, None",,,,
3a4378d6,5525501147,7,Ancient Forest,Maria Moore,1960.0,Simon & Schuster,54,"Blanchard, None",,,,
8ca4a4a1,3404861505,6,The Great Light,Laura Jackson,,Oxford Press,16,"Sainte Xavier-les-Bains, None",,,,
1ef0a58a,0441172717,6,First Bridge (Real ISBN),Daniel Anderson,2021.0,Hachette,47,"Sainte Robert, None",,,,
710470dc,3143879504,9,Dark World: Wind of Journey,Sarah Williams,1981.0,Cambridge Press,52,"Sainte Gérard-sur-Mer, None",,,,
f9f3c9c5,3437947667,8,Digital Storm: City of Dusk,Emily White,1969.0,Penguin Books,63,"Bouvier-sur-Mer, None",,,,
f8b00b3b,1351543400,8,Dark Kingdom,Robert Taylor,1974.0,Hachette,33,"Hernandez, None",,,,
41c1fdca,3775265003,4,Ancient Mountain,William Harris,2004.0,Hachette,49,"Barthelemy, None",,,,
35f87b48,3075353063,7,Endless Star: Mystery of Dusk,Sophie Moore,2006.0,Hachette,46,"Saint Alexandrie-la-Forêt, None",,,,
20be29f7,5168133184,7,Modern Mountain,Auteur Inconnu,1973.0,Crown Publishing,48,"Sainte Nathnec, None",,,,
fc4b478f,2755293624,7,Hidden Sun,Anna Smith,1954.0,Vintage Books,56,"Delannoy, None",,,,
87986496,8522208504,8,Ancient Dusk,James Martinez,1996.0,Oxford Press,45,"Bernier, None",,,,
68c5b895,8566768791,8,Lost Mountain: Tale of Wind,Robert Garcia,2022.0,Simon & Schuster,78,"Saint Juliette, None",,,,
f0aa20e7,6122161711,10,The Great Empire,Emma Jones,1964.0,Random House,81,"Pinto-sur-Mer, None",,,,
d30ea04f,9481192153,7,Ancient Storm,Charles Moore,2011.0,Cambridge Press,48,"Saint AndréVille, None",,,,
dd2097ac,9385622442,6,Silent Mountain: Moon of Light,Claire Garcia,1986.0,Cambridge Press,82,"Fouquet-sur-Rivière, None",,,,
1b628c8c,2864049435,6,Sacred Tale,Michael White,1969.0,Vintage Books,56,"Saint PauletteBourg, None",,,,
5b3e7c5a,2082048823,7,Dark Journey: Garden of Fire,Sarah Brown,2008.0,Random House,52,"Lambert-sur-Lucas, None",,,,
4416fb63,8532138949,8,Golden Moon,Claire Johnson,2003.0,Scholastic,71,"Ramos-sur-Mer, None",,,,
eb7e1fae,5264997375,7,Sacred Chronicle,Alice Garcia,2008.0,Hachette,22,"Barondan, None",,,,
c21193e9,8623380008,6,Last Shadow,Charles Smith,2003.0,Hachette,18,"Coste, None",,,,
f9f3c9c5,8118898855,5,Brave Light: Light of Garden,Charles Martin,1999.0,Scholastic,63,"Bouvier-sur-Mer, None",,,,
6c4165c3,3216022809,7,Endless Mystery,Charles Miller,1963.0,Hachette,45,"Baudry-sur-Pasquier, None",,,,
7d98ae39,6682492031,6,Last Kingdom,Emma Martin,2022.0,Crown Publishing,61,"Didier-sur-Peltier, None",,,,
ea322fd0,8174053366,7,Secret Ocean,Olivia White,2023.0,Scholastic,52,"Pascal-sur-Morin, None",,,,
c21193e9,3216022809,9,Endless Mystery,Charles Miller,1963.0,Hachette,18,"Coste, None",,,,
2b77e6ce,7843343369,8,Last Wind: Mountain of Moon,Sophie Thompson,1964.0,Crown Publishing,59,"Guilletboeuf, None",,,,
43cf0bf1,5371524054,6,Last City,Emily Anderson,2011.0,Cambridge Press,17,"Arnauddan, None",,,,
b3930f6a,4803159902,9,Dark Mystery: Storm of World,Charles Moore,1970.0,Crown Publishing,44,"Marty, None",,,,
3f25f890,1336987885,9,Silver Tale,Charles Moore,2011.0,Simon & Schuster,25,"Martin-sur-Leblanc, None",,,,
9fe0e8eb,1920780028,7,Eternal Chronicle: Ocean of Dream,Emma Davis,1965.0,Scholastic,25,"Didierdan, None",,,,
b6ce1935,7413345234,6,Endless Tale,William Thomas,1953.0,Macmillan,76,"Perret, None",,,,
db4b3227,5530943885,7,Broken Light,William Miller,2011.0,Penguin Books,16,"Thibaultdan, None",,,,
b2a92e00,9627024167,8,Endless Star: Bridge of City,George Jones,1952.0,Scholastic,49,"Fernandez, None",,,,
a9459d6c,8220618811,6,Secret Sun,Laura Harris,1964.0,Hachette,68,"Dufour, None",,,,
db4bf5e5,1059059503,10,Silent Tower,Sophie Martinez,1979.0,Macmillan,55,"Leblanc, None",,,,
5076a5b6,3570293520,8,Brave River: Horizon of Storm,Michael Martin,2019.0,Random House,65,"Salmon-sur-Mer, None",,,,
356cefe7,3157190991,7,Lost Dusk,Daniel Johnson,1988.0,Random House,33,"Texier, None",,,,
20bb7000,4530839079,4,Brave Legacy,Olivia Thompson,1964.0,Crown Publishing,43,"Huetdan, None",,,,
f66df7ff,0345339711,5,Silent Kingdom (Real ISBN),Alice Taylor,1983.0,Bloomsbury,62,"Sainte Émilie, None",,,,
03cf8f1e,7127829847,6,Modern Mystery,Anna Taylor,1951.0,Oxford Press,51,"Da Silva, None",,,,
35f87b48,2856834827,9,Silver Dawn: Tower of Journey,Daniel Moore,1999.0,Simon & Schuster,46,"Saint Alexandrie-la-Forêt, None",,,,
43cf0bf1,2188737964,9,Digital Tower: Ocean of Kingdom,Charles Martinez,1987.0,Vintage Books,17,"Arnauddan, None",,,,
3f25f890,8023296690,7,Lost Mountain: Garden of Journey,Sophie Brown,,Oxford Press,25,"Martin-sur-Leblanc, None",,,,
72ee60e7,1113011196,9,Sacred Kingdom,Daniel Smith,2004.0,Random House,26,"Sainte Michelle, None",,,,
62612d95,4629732332,7,Golden Shadow,Thomas Garcia,2000.0,Hachette,18,"MorelBourg, None",,,,
32488c3c,6369962676,9,Lost Horizon: Dawn of Forest,Maria Miller,2005.0,Oxford Press,51,"Saint Josettedan, None",,,,
9893f519,8566768791,5,Lost Mountain: Tale of Wind,Robert Garcia,2022.0,Simon & Schuster,64,"Deschamps, None",,,,
87986496,6363150700,5,The Great City,Sophie Thomas,1981.0,Hachette,45,"Bernier, None",,,,
3987cb78,8023296690,8,Lost Mountain: Garden of Journey,Sophie Brown,,Oxford Press,28,"Lemonniernec, None",,,,
1abd4bf7,9405864904,9,Eternal Dusk,David Martin,1977.0,Hachette,35,"Marin-sur-Baudry, None",,,,
caef7200,1574137704,9,Silver Path: Sun of World,Emma Johnson,1957.0,Macmillan,21,"Labbé, None",,,,
bf1f4558,8174053366,9,Secret Ocean,Olivia White,2023.0,Scholastic,75,"Alexandre-la-Forêt, None",,,,
52ec0e78,9936687694,8,Secret Shadow: Empire of City,George Jones,2007.0,Simon & Schuster,72,"Petitjeanboeuf, None",,,,
a7c2220c,1594884797,10,Golden Storm: Forest of City,George Thomas,2009.0,Bloomsbury,47,"Auger, None",,,,
51c9111e,5094905725,7,Last Bridge: Mountain of Moon,Charles Taylor,1996.0,Oxford Press,20,"Mercierboeuf, None",,,,
f739e4e4,9855929658,9,The Great Moon,James Jones,1976.0,Macmillan,19,"Saint Arnaudeboeuf, None",,,,
57f36835,3951230026,10,Silent Chronicle,William Anderson,1979.0,Scholastic,48,"Teixeira, None",,,,
def827cc,125031318X,5,First Legacy (Real ISBN),James Taylor,1957.0,Cambridge Press,29,"Sainte ValentineBourg, None",,,,
e29dd049,0385514239,4,The Great Chronicle (Real ISBN),David Martinez,1990.0,Crown Publishing,37,"Camus, None",,,,
4017a3e2,1360451387,7,Ancient Empire: Star of City,Maria Thompson,1961.0,Scholastic,79,"Thomas, None",,,,
123350ea,9000112700,8,Wild Ocean: Mystery of Ocean,John Thomas,1995.0,Bloomsbury,43,"Chrétien-les-Bains, None",,,,
2a49548b,3130573039,8,Last Kingdom,Robert Jackson,1969.0,Scholastic,31,"Saint Aurélie, None",,,,
d2a9d100,4440793987,8,Endless Shadow,Sophie Garcia,1972.0,Simon & Schuster,50,"Sainte Guy, None",,,,
259b69ff,8847356747,8,Silver Mountain: Garden of Empire,Claire Davis,2000.0,Bloomsbury,82,"Duhamel-sur-Leclerc, None",,,,
356cefe7,2890497741,8,Golden Path,Maria Moore,1956.0,Oxford Press,33,"Texier, None",,,,
885d6510,3216022809,8,Endless Mystery,Charles Miller,1963.0,Hachette,40,"Rocher, None",,,,
015676d0,2807888880,7,Silver Wind,Charles Brown,1961.0,Scholastic,53,"Vidal-sur-Mer, None",,,,
c74e411e,1524927366,8,Hidden Journey,William Smith,2000.0,Cambridge Press,53,"Lefebvre, None",,,,
79dc060b,7314247767,8,Hidden Moon: Horizon of Tower,George Miller,2004.0,Vintage Books,54,"Joubert, None",,,,
9c2f8483,8747036565,8,Secret Light,Michael Jackson,2015.0,Hachette,59,"Teixeira, None",,,,
4416fb63,1617301437,8,Forgotten City,Emma Lee,1957.0,Cambridge Press,71,"Ramos-sur-Mer, None",,,,
6c66a236,3302254196,8,Eternal Garden,Thomas Johnson,1953.0,Crown Publishing,22,"GarnierBourg, None",,,,
5076a5b6,3693529285,9,Last Star: Light of Shadow,Laura Williams,1984.0,Penguin Books,65,"Salmon-sur-Mer, None",,,,
c0576ebc,3130573039,9,Last Kingdom,Robert Jackson,1969.0,Scholastic,46,"Alexandre, None",,,,
3f25f890,4238808321,7,Eternal Wind,Charles Miller,1975.0,Penguin Books,25,"Martin-sur-Leblanc, None",,,,
bf1f4558,9656505352,8,Last Legacy: Dream of Legacy,Alice Taylor,1957.0,Cambridge Press,75,"Alexandre-la-Forêt, None",,,,
50655f8b,6987396598,5,Brave Ocean: Bridge of Dawn,Charles Thomas,2015.0,Macmillan,63,"Raynaud-sur-Jean, None",,,,
56122779,8825167637,3,The Great Ocean,William Williams,1962.0,Vintage Books,48,"Guillou, None",,,,
88bd0f8e,6773473272,8,Broken Legacy,John Thomas,1962.0,Simon & Schuster,85,"Sainte DianeVille, None",,,,
fca5d4d7,7542428743,7,Brave Mountain: Song of River,Sarah Thomas,1993.0,Bloomsbury,29,"Saint Lucie, None",,,,
4b0a4d5d,7357863638,5,Silent Shadow,Emily Thomas,1968.0,HarperCollins,34,"Maillotdan, None",,,,
5e5c13ac,8761240291,9,Broken Dusk: Empire of Ocean,William Lee,1987.0,Cambridge Press,64,"Cohen-les-Bains, None",,,,
a3c6139f,6369962676,7,Lost Horizon: Dawn of Forest,Maria Miller,2005.0,Oxford Press,17,"Dias-la-Forêt, None",,,,
885d6510,5371524054,9,Last City,Emily Anderson,2011.0,Cambridge Press,40,"Rocher, None",,,,
80bf7c67,1658252720,6,Silent Star,David Garcia,2014.0,Vintage Books,84,"Fernandez-sur-Besnard, None",,,,
710470dc,1360451387,7,Ancient Empire: Star of City,Maria Thompson,1961.0,Scholastic,52,"Sainte Gérard-sur-Mer, None",,,,
3d7d40fb,4528049783,6,Lost Legacy,William Moore,1988.0,Oxford Press,83,"Sainte Augustindan, None",,,,
4f5dfcc7,7707099955,7,Sacred Dawn: Song of Storm,Alice Johnson,1978.0,Hachette,20,"Carlier, None",,,,
ddf1eed4,9849657402,9,Eternal Legacy,Thomas Lee,2021.0,Random House,44,"Delmas-sur-Mer, None",,,,
cc9a615d,8034660156,8,Hidden Ocean: Moon of Mystery,Robert Martin,2010.0,Vintage Books,34,"Laine-sur-Fleury, None",,,,
cd65ea43,1855180733,9,Endless Bridge,Olivia Anderson,2011.0,Scholastic,20,"Bonneau, None",,,,
3a4378d6,6855035803,6,Modern Ocean: Garden of Dusk,Thomas Harris,1959.0,Scholastic,54,"Blanchard, None",,,,
3d7d57c9,5511479001,7,Ancient Shadow,Emma Johnson,1983.0,Oxford Press,29,"Caron-la-Forêt, None",,,,
123350ea,1669277496,7,The Great Empire,Olivia Taylor,1965.0,Scholastic,43,"Chrétien-les-Bains, None",,,,
44646281,3693529285,8,Last Star: Light of Shadow,Laura Williams,1984.0,Penguin Books,36,"Saint Alain, None",,,,
e8ead281,4118170295,6,Sacred Tale,Maria Taylor,1954.0,Oxford Press,75,"Hamelnec, None",,,,
21f9a4c4,1026403287,9,Dark Moon: Ocean of Sun,Charles Miller,1973.0,Oxford Press,36,"Aubry, None",,,,
cfa5201f,1658252720,8,Silent Star,David Garcia,2014.0,Vintage Books,20,"Robin, None",,,,
a91408a7,1700094679,10,Digital Moon,George Jones,2011.0,Oxford Press,48,"Delaunay, None",,,,
92609be1,6061500329,8,Brave Wind,Sophie Davis,1995.0,Simon & Schuster,57,"Bertinnec, None",,,,
edfffdfa,9696625065,8,Eternal Dream,Michael Thompson,1974.0,Cambridge Press,34,"Saint Thérèse-les-Bains, None",,,,
2970e305,4238392523,5,Brave Dream: Garden of Star,Sophie White,1971.0,Macmillan,38,"CostaVille, None",,,,
b3930f6a,3075353063,5,Endless Star: Mystery of Dusk,Sophie Moore,2006.0,Hachette,44,"Marty, None",,,,
bf768b2d,4033942184,8,Broken Mountain: Journey of Mystery,William Taylor,1978.0,Crown Publishing,67,"Buisson, None",,,,
03cf8f1e,5738799711,8,Lost Moon: Dusk of Dawn,William Miller,2023.0,Oxford Press,51,"Da Silva, None",,,,
1b628c8c,9972990575,6,Lost Chronicle,Charles Davis,1982.0,Vintage Books,56,"Saint PauletteBourg, None",,,,
31465cfa,4533569440,7,Forgotten Dawn: Tower of Horizon,Sarah Rodriguez,1971.0,Vintage Books,40,"Lemaire, None",,,,
26ca538b,3967842739,8,First Moon: Horizon of Mountain,Sophie Thomas,1952.0,Hachette,83,"Rossi, None",,,,
72ee60e7,8860453728,5,The Great Sun: Mystery of Dawn,Robert Smith,1973.0,HarperCollins,26,"Sainte Michelle, None",,,,
64042d23,5496979114,5,Dark Tale,Sarah Martin,1971.0,Macmillan,26,"Peron, None",,,,
e5290713,2274240382,6,Sacred Storm: Storm of Garden,Maria Taylor,1968.0,Crown Publishing,50,"Paul, None",,,,
686af81c,3297066316,8,Silver Horizon,Robert Miller,2014.0,Penguin Books,36,"Hervé, None",,,,
50655f8b,5911477383,6,Endless Mountain,Michael Jackson,1973.0,Scholastic,63,"Raynaud-sur-Jean, None",,,,
29219ced,6680461517,7,Golden Light: Garden of Storm,Robert Jones,1957.0,Vintage Books,45,"Boulanger, None",,,,
a3c6139f,6601483708,5,The Great Moon,Michael Taylor,1960.0,Random House,17,"Dias-la-Forêt, None",,,,
43cf0bf1,1914658319,8,Broken Chronicle,Auteur Inconnu,1983.0,Hachette,17,"Arnauddan, None",,,,
2e73f027,6773473272,7,Broken Legacy,John Thomas,1962.0,Simon & Schuster,33,"Lebrun, None",,,,
72ee60e7,7338239942,8,Secret Song,William Smith,1955.0,Random House,26,"Sainte Michelle, None",,,,
f01cc4eb,2691248554,8,Golden Ocean: Star of Empire,Sarah Lee,1981.0,Scholastic,85,"Lévêque-les-Bains, None",,,,
03cf8f1e,8196213218,9,Modern World: Garden of Empire,Alice Jones,1996.0,Penguin Books,51,"Da Silva, None",,,,
843a2d88,1280464174,6,Dark Empire,Charles White,1961.0,Vintage Books,15,"Garnier, None",,,,
0615b4e4,1950572808,7,Secret Storm: Dream of City,Maria Rodriguez,2011.0,Hachette,31,"Saint Christophe-les-Bains, None",,,,
9faf8447,7577787905,10,Lost City: Sun of Path,Daniel White,2012.0,HarperCollins,31,"Dupont, None",,,,
50655f8b,4084063260,8,Eternal Light: Mountain of Star,Thomas White,1954.0,Simon & Schuster,63,"Raynaud-sur-Jean, None",,,,
e8ead281,1963184514,10,Digital Kingdom,Emma Williams,1987.0,Cambridge Press,75,"Hamelnec, None",,,,
a08b1179,7132945999,9,Brave Path: Wind of Path,James Anderson,1988.0,Penguin Books,79,"Saint Constance, None",,,,
16d7bb65,2283390272,6,Hidden Path,Maria Davis,2005.0,Oxford Press,66,"Hoareau-sur-Gilles, None",,,,
015676d0,4855541949,9,Modern Tale,Daniel Anderson,1998.0,Penguin Books,53,"Vidal-sur-Mer, None",,,,
3d31f94d,4686195593,8,Lost Song: Mystery of Ocean,Michael Johnson,2006.0,Penguin Books,61,"Guérin-sur-Reynaud, None",,,,
583ad10e,4190627031,7,Digital Light: Wind of Mystery,Daniel Jackson,2012.0,Oxford Press,37,"Perret, None",,,,
4a0d8916,5437085760,6,Digital Fire: Bridge of Tower,Alice Anderson,1999.0,Vintage Books,58,"Sanchez, None",,,,
5eeecd65,3502911195,6,Hidden Chronicle,Michael Taylor,1962.0,Bloomsbury,56,"BodinBourg, None",,,,
ced92ffa,4870112380,7,Wild Journey,Alice Thomas,2022.0,Crown Publishing,65,"Rocher-sur-Godard, None",,,,
6a55a780,5804053925,8,Brave World,James Thomas,1989.0,Random House,64,"Gillet, None",,,,
d30ea04f,4686195593,10,Lost Song: Mystery of Ocean,Michael Johnson,2006.0,Penguin Books,48,"Saint AndréVille, None",,,,
a5d61556,9855929658,7,The Great Moon,James Jones,1976.0,Macmillan,23,"Collet, None",,,,
9fe0e8eb,9696625065,8,Eternal Dream,Michael Thompson,1974.0,Cambridge Press,25,"Didierdan, None",,,,
b715c859,1067675677,7,Eternal Chronicle: Horizon of Legacy,Michael White,1986.0,Bloomsbury,16,"Chauveau, None",,,,
51c9111e,8880072463,8,Forgotten Song,Michael Moore,2013.0,Cambridge Press,20,"Mercierboeuf, None",,,,
0caf653d,3981731230,6,Lost Tale: Chronicle of Tower,Maria Garcia,2021.0,HarperCollins,71,"Saint Antoinette-la-Forêt, None",,,,
f9f3c9c5,1352134985,6,Eternal Song: Tale of Chronicle,Emily White,2016.0,Random House,63,"Bouvier-sur-Mer, None",,,,
6c66a236,1143725282,8,Golden Fire,Alice Brown,1967.0,Hachette,22,"GarnierBourg, None",,,,
43cf0bf1,8847356747,7,Silver Mountain: Garden of Empire,Claire Davis,2000.0,Bloomsbury,17,"Arnauddan, None",,,,
29219ced,2474353763,10,Eternal Dawn,George Lee,1961.0,Vintage Books,45,"Boulanger, None",,,,
686af81c,6493279925,7,Endless Horizon: Star of Song,Charles Brown,1950.0,Cambridge Press,36,"Hervé, None",,,,
4b0a4d5d,2297641198,10,Silent City,Claire Taylor,2009.0,Vintage Books,34,"Maillotdan, None",,,,
35f87b48,8314208311,10,Sacred Mystery,Maria Thompson,2004.0,Vintage Books,46,"Saint Alexandrie-la-Forêt, None",,,,
29219ced,3179686086,6,Modern Dream: Garden of Dawn,Michael Davis,2003.0,Vintage Books,45,"Boulanger, None",,,,
a935e953,3216022809,6,Endless Mystery,Charles Miller,1963.0,Hachette,41,"Sainte Alainnec, None",,,,
bf8253b1,9941558494,5,Silent City: Path of Dream,Robert Thompson,1984.0,Penguin Books,42,"Foucher, None",,,,
d3bf34fa,1846291686,4,Dark Mystery,Michael Martin,1951.0,Crown Publishing,36,"Buisson, None",,,,
d2a9d100,7350349453,7,Sacred Ocean,Charles Garcia,2000.0,Vintage Books,50,"Sainte Guy, None",,,,
1378f132,8196213218,8,Modern World: Garden of Empire,Alice Jones,1996.0,Penguin Books,26,"Michaud-sur-Jacques, None",,,,
5076a5b6,7216293207,6,Brave Dream,Michael Garcia,1993.0,Hachette,65,"Salmon-sur-Mer, None",,,,
9893f519,4033942184,7,Broken Mountain: Journey of Mystery,William Taylor,1978.0,Crown Publishing,64,"Deschamps, None",,,,
6c4165c3,2896740500,7,Silent Dawn: Wind of Forest,Thomas Davis,1957.0,Hachette,45,"Baudry-sur-Pasquier, None",,,,
fca5d4d7,8391176183,9,Ancient Legacy,Sarah Davis,1964.0,Oxford Press,29,"Saint Lucie, None",,,,
5b3e7c5a,6020732665,9,Last Mountain: Journey of Mystery,Olivia Jackson,1978.0,Penguin Books,52,"Lambert-sur-Lucas, None",,,,
63cb4066,8761240291,6,Broken Dusk: Empire of Ocean,William Lee,1987.0,Cambridge Press,47,"Riou, None",,,,
59fd5976,1067675677,6,Eternal Chronicle: Horizon of Legacy,Michael White,1986.0,Bloomsbury,25,"Saint Zacharie, None",,,,
62612d95,2337843204,8,Last Song: Mountain of Wind,David Moore,1999.0,Macmillan,18,"MorelBourg, None",,,,
d2a9d100,8407122235,8,Eternal City,Alice Thompson,1984.0,Simon & Schuster,50,"Sainte Guy, None",,,,
e29dd049,6137042055,7,Silent Tale,Thomas Garcia,2012.0,Macmillan,37,"Camus, None",,,,
75832de7,8391176183,8,Ancient Legacy,Sarah Davis,1964.0,Oxford Press,23,"Carpentier-sur-Chauvet, None",,,,
32488c3c,6337032383,7,Silver Mountain,Emma Harris,1953.0,Cambridge Press,51,"Saint Josettedan, None",,,,
56122779,7044237213,4,Dark City,Alice Anderson,1968.0,Hachette,48,"Guillou, None",,,,
52ec0e78,8854034807,5,Golden Tower: Song of Dream,David Williams,1975.0,Random House,72,"Petitjeanboeuf, None",,,,
17a289ad,1352134985,10,Eternal Song: Tale of Chronicle,Emily White,2016.0,Random House,61,"Fernandes, None",,,,
20be29f7,2515708632,9,Sacred Fire: Tower of Forest,Emma Harris,2016.0,Crown Publishing,48,"Sainte Nathnec, None",,,,
74e82020,7338239942,9,Secret Song,William Smith,1955.0,Random House,38,"Rolland, None",,,,
a0eff95a,9385622442,6,Silent Mountain: Moon of Light,Claire Garcia,1986.0,Cambridge Press,37,"HuetBourg, None",,,,
44646281,3441695173,8,Secret Forest,Claire Martin,1956.0,Bloomsbury,36,"Saint Alain, None",,,,
cc9a615d,7990537143,8,Ancient Dawn,Claire Garcia,,Vintage Books,34,"Laine-sur-Fleury, None",,,,
6c5ca55b,6814349903,7,Secret Mystery: Mountain of Dusk,David Garcia,2003.0,Cambridge Press,47,"Saint Alain-sur-Mer, None",,,,
6a55a780,5164108331,9,Ancient Shadow,George Miller,2001.0,Macmillan,64,"Gillet, None",,,,
4f56339d,4238808321,7,Eternal Wind,Charles Miller,1975.0,Penguin Books,60,"Gautier, None",,,,
1abd4bf7,1261509562,5,Last Star: Moon of Empire,Sarah Martinez,1965.0,Macmillan,35,"Marin-sur-Baudry, None",,,,
71235ffe,4468199320,8,Silver Tower,James Harris,2012.0,Hachette,35,"Baron, None",,,,
